GO_ID,ONTOLOGY,TERM,N,DE,P.DE,FDR,SigGenesInSet
GO:0050746,BP,regulation of lipoprotein metabolic process,16,1,0.0432211195178865,1,LEP
GO:0001780,BP,neutrophil homeostasis,12,1,0.0433202878384615,1,PDE4B
GO:0031293,BP,membrane protein intracellular domain proteolysis,12,1,0.0433275539320335,1,MBTPS1
GO:1990791,BP,dorsal root ganglion development,7,1,0.0434090403813119,1,NRP2
GO:1901342,BP,regulation of vasculature development,346,4,0.0435108178430579,1,"SULF1,AGO2,LEP,MIR375"
GO:0021553,BP,olfactory nerve development,5,1,0.0437244923653115,1,SLC24A4
GO:0021636,BP,trigeminal nerve morphogenesis,5,1,0.0440213386527944,1,NRP2
GO:0021637,BP,trigeminal nerve structural organization,5,1,0.0440213386527944,1,NRP2
GO:0021785,BP,branchiomotor neuron axon guidance,5,1,0.0440213386527944,1,NRP2
GO:1904892,BP,regulation of receptor signaling pathway via STAT,94,2,0.0443610234705288,1,"LEP,SOCS2"
GO:0140284,CC,endoplasmic reticulum-endosome membrane contact site,6,1,0.0445282601668756,1,OSBPL10
GO:0045444,BP,fat cell differentiation,187,3,0.0445480325380456,1,"CTBP1,METRNL,LEP"
GO:0035733,BP,hepatic stellate cell activation,9,1,0.0451894043986249,1,LEP
GO:0042756,BP,drinking behavior,14,1,0.0452735462540778,1,SLC24A4
GO:0070697,MF,activin receptor binding,8,1,0.045516440061983,1,MAGI2
GO:0021562,BP,vestibulocochlear nerve development,9,1,0.0457740751315683,1,NRP2
GO:0007040,BP,lysosome organization,101,2,0.0459504390332292,1,"OSBPL10,MBTPS1"
GO:0080171,BP,lytic vacuole organization,101,2,0.0459504390332292,1,"OSBPL10,MBTPS1"
GO:0006163,BP,purine nucleotide metabolic process,390,4,0.0461361499457697,1,"LRGUK,GIMAP7,HAAO,PDE4B"
GO:0035358,BP,regulation of peroxisome proliferator activated receptor signaling pathway,19,1,0.0461937811692283,1,LEP
GO:0044320,BP,cellular response to leptin stimulus,17,1,0.0465664014920765,1,LEP
GO:0099515,BP,actin filament-based transport,8,1,0.0471331834913248,1,MYO5A
GO:0031466,CC,Cul5-RING ubiquitin ligase complex,16,1,0.0473593941137243,1,SOCS2
GO:1901163,BP,regulation of trophoblast cell migration,16,1,0.0474815068553635,1,AGO2
GO:0010507,BP,negative regulation of autophagy,80,2,0.0476913318299039,1,"LZTS1,LEP"
GO:0032836,BP,glomerular basement membrane development,8,1,0.0481196766141481,1,SULF1
GO:1902749,BP,regulation of cell cycle G2/M phase transition,105,2,0.0481706686915475,1,"FOXN3,MBTPS1"
GO:0008198,MF,ferrous iron binding,23,1,0.0482746756681343,1,HAAO
GO:1901897,BP,regulation of relaxation of cardiac muscle,7,1,0.048694984449034,1,PDE4B
GO:0048643,BP,positive regulation of skeletal muscle tissue development,13,1,0.0487933049896564,1,SHOX2
GO:0021561,BP,facial nerve development,6,1,0.0490556499716977,1,NRP2
GO:0021610,BP,facial nerve morphogenesis,6,1,0.0490556499716977,1,NRP2
GO:0021612,BP,facial nerve structural organization,6,1,0.0490556499716977,1,NRP2
GO:1901166,BP,neural crest cell migration involved in autonomic nervous system development,7,1,0.0497511186100206,1,NRP2
GO:0072015,BP,podocyte development,9,1,0.0502071748974777,1,MAGI2
GO:0001750,CC,photoreceptor outer segment,86,2,0.0504263636043223,1,"SLC24A4,MAGI2"
GO:0016702,MF,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen",22,1,0.0505171144221279,1,HAAO
GO:0140375,MF,immune receptor activity,147,2,0.05085468809308,1,"FPR2,FPR3"
GO:0009435,BP,NAD+ biosynthetic process,19,1,0.0509325710797605,1,HAAO
GO:0051897,BP,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,185,3,0.0510730905966625,1,"FPR2,IGF1R,LEP"
GO:0042982,BP,amyloid precursor protein metabolic process,94,2,0.0512059015581316,1,"AGO2,NECAB1"
GO:0071375,BP,cellular response to peptide hormone stimulus,312,4,0.0512338400785222,1,"IGF1R,LEP,MYO5A,CACNA2D3,SOCS2"
GO:0005021,MF,vascular endothelial growth factor receptor activity,7,1,0.0512599630666854,1,NRP2
GO:0072310,BP,glomerular epithelial cell development,10,1,0.0514207074525529,1,MAGI2
GO:0016646,MF,"oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor",17,1,0.0515223119030407,1,MTHFD1L
GO:0002675,BP,positive regulation of acute inflammatory response,23,1,0.0516190539116969,1,C2CD4A
GO:0016701,MF,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen",23,1,0.0519042110117425,1,HAAO
GO:0009074,BP,aromatic amino acid family catabolic process,23,1,0.0519067464469051,1,HAAO
GO:0044344,BP,cellular response to fibroblast growth factor stimulus,91,2,0.0527538994830753,1,"SULF1,GALNT3"
GO:1990034,BP,calcium ion export across plasma membrane,12,1,0.0527826287030448,1,SLC24A4
GO:0048755,BP,branching morphogenesis of a nerve,8,1,0.0531868953617291,1,SHOX2
GO:0031054,BP,pre-miRNA processing,17,1,0.053439887254783,1,AGO2
GO:0009719,BP,response to endogenous stimulus,1394,10,0.0536274211725799,1,"SLC24A4,SULF1,GALNT3,IGF1R,LEP,ZFHX3,MYO5A,CACNA2D3,NRP2,SOCS2,MAGI2"
GO:0032869,BP,cellular response to insulin stimulus,192,3,0.0537506038588733,1,"IGF1R,LEP,MYO5A"
GO:0090026,BP,positive regulation of monocyte chemotaxis,21,1,0.0537967817286028,1,FPR2
GO:0030334,BP,regulation of cell migration,948,8,0.0539780112025883,1,"SULF1,FPR2,AGO2,IGF1R,LAMA2,PTPRG,NRP2,MAGI2"
GO:0140031,MF,phosphorylation-dependent protein binding,10,1,0.0542645476809001,1,SOCS2
GO:0010648,BP,negative regulation of cell communication,1404,10,0.0543199725100188,1,"SLC24A4,SULF1,IGF1R,LEP,MIR375,PDE4B,RGS20,SOCS2,GPRC5A,MAGI2"
GO:0004065,MF,arylsulfatase activity,9,1,0.0547771378005427,1,SULF1
GO:0023057,BP,negative regulation of signaling,1404,10,0.0550051360094515,1,"SLC24A4,SULF1,IGF1R,LEP,MIR375,PDE4B,RGS20,SOCS2,GPRC5A,MAGI2"
GO:0046039,BP,GTP metabolic process,23,1,0.0551720492890131,1,GIMAP7
GO:0008142,MF,oxysterol binding,16,1,0.0555605489532788,1,OSBPL5
GO:0032401,BP,establishment of melanosome localization,18,1,0.055932990608507,1,MYO5A
GO:0032402,BP,melanosome transport,18,1,0.055932990608507,1,MYO5A
GO:0051904,BP,pigment granule transport,18,1,0.055932990608507,1,MYO5A
GO:0051905,BP,establishment of pigment granule localization,18,1,0.055932990608507,1,MYO5A
GO:0004385,MF,GMP kinase activity,7,1,0.0560840522354751,1,LRGUK
GO:0097212,BP,lysosomal membrane organization,18,1,0.0563596802403771,1,OSBPL10
GO:0005847,CC,mRNA cleavage and polyadenylation specificity factor complex,16,1,0.0571211703186038,1,ZC3H3
GO:0045906,BP,negative regulation of vasoconstriction,12,1,0.0572288187261293,1,LEP
GO:0071774,BP,response to fibroblast growth factor,97,2,0.0573806279349798,1,"SULF1,GALNT3"
GO:0030200,BP,heparan sulfate proteoglycan catabolic process,11,1,0.0575547248170862,1,SULF1
GO:0003156,BP,regulation of animal organ formation,12,1,0.0576444215253154,1,SULF1
GO:0046653,BP,tetrahydrofolate metabolic process,19,1,0.05768899055597,1,MTHFD1L
GO:0090336,BP,positive regulation of brown fat cell differentiation,16,1,0.0577393704277125,1,METRNL
GO:0000077,BP,DNA damage checkpoint signaling,106,2,0.0577515515753455,1,"FOXN3,MBTPS1"
GO:0045844,BP,positive regulation of striated muscle tissue development,14,1,0.0578511813261801,1,SHOX2
GO:0048636,BP,positive regulation of muscle organ development,14,1,0.0578511813261801,1,SHOX2
GO:1901863,BP,positive regulation of muscle tissue development,14,1,0.0578511813261801,1,SHOX2
GO:0009887,BP,animal organ morphogenesis,596,6,0.0578841036331716,1,"SLC24A4,SULF1,FPR2,MTHFD1L,SHOX2,NRP2"
GO:0010829,BP,negative regulation of D-glucose transmembrane transport,20,1,0.0579467165890368,1,LEP
GO:0021604,BP,cranial nerve structural organization,7,1,0.057979719787839,1,NRP2
GO:0031985,CC,Golgi cisterna,96,2,0.0584676280963523,1,"GALNT2,GALNT3"
GO:0040037,BP,negative regulation of fibroblast growth factor receptor signaling pathway,14,1,0.0586703025157415,1,SULF1
GO:2000241,BP,regulation of reproductive process,141,2,0.0593652446711541,1,"SULF1,AGO2"
GO:0070166,BP,enamel mineralization,11,1,0.059423835779889,1,SLC24A4
GO:0005432,MF,calcium:sodium antiporter activity,10,1,0.0595435440230437,1,SLC24A4
GO:0000340,MF,RNA 7-methylguanosine cap binding,12,1,0.0595918506011191,1,AGO2
GO:0005548,MF,phospholipid transporter activity,83,2,0.0596203561503719,1,"OSBPL5,OSBPL10"
GO:0021854,BP,hypothalamus development,18,1,0.0596524026288489,1,NRP2
GO:0042129,BP,regulation of T cell proliferation,138,2,0.0598043803596947,1,"LEP,TARM1"
GO:0046710,BP,GDP metabolic process,9,1,0.0602799602655013,1,LRGUK
GO:0004714,MF,transmembrane receptor protein tyrosine kinase activity,61,2,0.0603987140360351,1,"IGF1R,NRP2"
GO:0001540,MF,amyloid-beta binding,77,2,0.0605166268544168,1,"FPR2,APBA2"
GO:0003163,BP,sinoatrial node development,11,1,0.060685665987766,1,SHOX2
GO:0008484,MF,sulfuric ester hydrolase activity,11,1,0.0610181844517826,1,SULF1
GO:0032400,BP,melanosome localization,21,1,0.0615638194257709,1,MYO5A
GO:0051875,BP,pigment granule localization,21,1,0.0615638194257709,1,MYO5A
GO:0048641,BP,regulation of skeletal muscle tissue development,16,1,0.061949908186554,1,SHOX2
GO:0042430,BP,indole-containing compound metabolic process,22,1,0.062116060256815,1,HAAO
GO:0061037,BP,negative regulation of cartilage development,21,1,0.062191384797737,1,LEP
GO:0001501,BP,skeletal system development,326,4,0.0622911281719895,1,"SULF1,MTHFD1L,LEP,SHOX2"
GO:0061548,BP,ganglion development,15,1,0.0629188377079675,1,NRP2
GO:0044321,BP,response to leptin,21,1,0.0634650512075913,1,LEP
GO:0050901,BP,leukocyte tethering or rolling,30,1,0.0637588498306764,1,LEP
GO:0001763,BP,morphogenesis of a branching structure,90,2,0.0638651811085827,1,"SULF1,SHOX2"
GO:0019359,BP,nicotinamide nucleotide biosynthetic process,22,1,0.0639283370948335,1,HAAO
GO:0019363,BP,pyridine nucleotide biosynthetic process,22,1,0.0639283370948335,1,HAAO
GO:0009117,BP,nucleotide metabolic process,442,4,0.064187974072809,1,"LRGUK,GIMAP7,HAAO,PDE4B"
GO:2000145,BP,regulation of cell motility,1003,8,0.0645131594830044,1,"SULF1,FPR2,AGO2,IGF1R,LAMA2,PTPRG,NRP2,MAGI2"
GO:0042985,BP,negative regulation of amyloid precursor protein biosynthetic process,18,1,0.0646985590748618,1,AGO2
GO:0002063,BP,chondrocyte development,13,1,0.0647213566494689,1,SULF1
GO:0021559,BP,trigeminal nerve development,11,1,0.0648619456494675,1,NRP2
GO:0046332,MF,SMAD binding,75,2,0.0649360827837727,1,"ZC3H3,MAGI2"
GO:0046519,BP,sphingoid metabolic process,23,1,0.0651052325171146,1,DEGS2
GO:0031570,BP,DNA integrity checkpoint signaling,119,2,0.0651981144261768,1,"FOXN3,MBTPS1"
GO:0005496,MF,steroid binding,106,2,0.0653853555116368,1,"OSBPL5,OSBPL10"
GO:0051956,BP,negative regulation of amino acid transport,12,1,0.0654381391474146,1,LEP
GO:0005849,CC,mRNA cleavage factor complex,21,1,0.0658780944238344,1,ZC3H3
GO:0043197,CC,dendritic spine,159,3,0.0661287790602175,1,"LZTS1,APBA2,PDE4B"
GO:0044309,CC,neuron spine,160,3,0.0664091064309626,1,"LZTS1,APBA2,PDE4B"
GO:0044281,BP,small molecule metabolic process,1584,9,0.0664761317140897,1,"OSBPL5,DEGS2,LRGUK,GIMAP7,HAAO,MTHFD1L,ITPK1,LEP,PDE4B,MBTPS1"
GO:0043178,MF,alcohol binding,92,2,0.0664878461539609,1,"OSBPL5,OSBPL10"
GO:0072537,BP,fibroblast activation,16,1,0.0665511044126173,1,LEP
GO:1900153,BP,"positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",13,1,0.0666410035930023,1,AGO2
GO:0032355,BP,response to estradiol,106,2,0.0668365654958923,1,"LEP,SOCS2"
GO:0006796,BP,phosphate-containing compound metabolic process,1707,11,0.06703723704143,1,"OSBPL5,OSBPL10,LRGUK,CTBP1,GIMAP7,HAAO,IGF1R,ITPK1,LEP,PDE4B,PTPRN2,GPRC5A"
GO:0006793,BP,phosphorus metabolic process,1708,11,0.0671097142678463,1,"OSBPL5,OSBPL10,LRGUK,CTBP1,GIMAP7,HAAO,IGF1R,ITPK1,LEP,PDE4B,PTPRN2,GPRC5A"
GO:0045662,BP,negative regulation of myoblast differentiation,20,1,0.0673019797864253,1,ZFHX3
GO:0002177,CC,manchette,23,1,0.0677256976444491,1,LRGUK
GO:0035860,BP,glial cell-derived neurotrophic factor receptor signaling pathway,14,1,0.0679759011058107,1,SULF1
GO:0021783,BP,preganglionic parasympathetic fiber development,10,1,0.0684431331398223,1,NRP2
GO:0001578,BP,microtubule bundle formation,117,2,0.0686135850231585,1,"LRGUK,NCKAP5"
GO:0008203,BP,cholesterol metabolic process,133,2,0.0687855715306564,1,"OSBPL5,MBTPS1"
GO:0060213,BP,positive regulation of nuclear-transcribed mRNA poly(A) tail shortening,13,1,0.069394291257184,1,AGO2
GO:2000353,BP,positive regulation of endothelial cell apoptotic process,26,1,0.0698106419198696,1,MIR375
GO:0038180,BP,nerve growth factor signaling pathway,12,1,0.069888382736345,1,MAGI2
GO:0097186,BP,amelogenesis,16,1,0.0702911845559391,1,SLC24A4
GO:0015368,MF,calcium:monoatomic cation antiporter activity,14,1,0.0704258979149522,1,SLC24A4
GO:0061450,BP,trophoblast cell migration,22,1,0.0704954462961357,1,AGO2
GO:0046165,BP,alcohol biosynthetic process,135,2,0.07083198559674,1,"LEP,MBTPS1"
GO:0007259,BP,cell surface receptor signaling pathway via JAK-STAT,135,2,0.0710453530043132,1,"LEP,SOCS2"
GO:0000930,CC,gamma-tubulin complex,17,1,0.0713252506638175,1,PDE4B
GO:0051428,MF,peptide hormone receptor binding,22,1,0.071537143565931,1,LEP
GO:0007565,BP,female pregnancy,127,2,0.0718195168740839,1,"AGO2,LEP"
GO:0042098,BP,T cell proliferation,150,2,0.0718336011718891,1,"LEP,TARM1"
GO:0032095,BP,regulation of response to food,23,1,0.0721682471110499,1,LEP
GO:0061097,BP,regulation of protein tyrosine kinase activity,20,1,0.0725707147854621,1,GPRC5A
GO:0043560,MF,insulin receptor substrate binding,12,1,0.0726633093739297,1,IGF1R
GO:0055091,BP,phospholipid homeostasis,17,1,0.0730814603716343,1,OSBPL10
GO:0031994,MF,insulin-like growth factor I binding,13,1,0.0733157768759283,1,IGF1R
GO:1902652,BP,secondary alcohol metabolic process,142,2,0.0734894537549937,1,"OSBPL5,MBTPS1"
GO:0048701,BP,embryonic cranial skeleton morphogenesis,15,1,0.0736162343663467,1,MTHFD1L
GO:0045056,BP,transcytosis,21,1,0.073728729455922,1,IGF1R
GO:0050808,BP,synapse organization,519,6,0.0738396095366321,1,"LZTS1,CTNND2,AGO2,IGF1R,CACNA2D3,PPFIBP2,NRP2"
GO:0001667,BP,ameboidal-type cell migration,193,3,0.0738783153423754,1,"AGO2,PTPRG,NRP2"
GO:0006760,BP,folic acid-containing compound metabolic process,26,1,0.0739129730124678,1,MTHFD1L
GO:0050732,BP,negative regulation of peptidyl-tyrosine phosphorylation,22,1,0.0739528175448217,1,GPRC5A
GO:0015732,BP,prostaglandin transport,21,1,0.0742300219044944,1,LEP
GO:0016525,BP,negative regulation of angiogenesis,140,2,0.0743043910371766,1,"SULF1,MIR375"
GO:0048532,BP,anatomical structure arrangement,11,1,0.0743359020264132,1,NRP2
GO:0016891,MF,"RNA endonuclease activity producing 5'-phosphomonoesters, hydrolytic mechanism",30,1,0.0744023614652421,1,AGO2
GO:2001046,BP,positive regulation of integrin-mediated signaling pathway,12,1,0.0746231584160684,1,LAMA2
GO:0038023,MF,signaling receptor activity,1402,8,0.0746510543795764,1,"FPR2,FPR3,IGF1R,TARM1,PTPRG,PTPRN2,NRP2,GPRC5A"
GO:0060089,MF,molecular transducer activity,1402,8,0.0746510543795764,1,"FPR2,FPR3,IGF1R,TARM1,PTPRG,PTPRN2,NRP2,GPRC5A"
GO:0006730,BP,one-carbon metabolic process,23,1,0.0746726770672903,1,MTHFD1L
GO:0072525,BP,pyridine-containing compound biosynthetic process,25,1,0.0754456009812568,1,HAAO
GO:2000377,BP,regulation of reactive oxygen species metabolic process,131,2,0.0757194002324683,1,"FPR2,LEP"
GO:0120162,BP,positive regulation of cold-induced thermogenesis,103,2,0.0762224261661813,1,"IGF1R,LEP"
GO:0040012,BP,regulation of locomotion,1039,8,0.0764868074625912,1,"SULF1,FPR2,AGO2,IGF1R,LAMA2,PTPRG,NRP2,MAGI2"
GO:2000181,BP,negative regulation of blood vessel morphogenesis,142,2,0.0765629202973905,1,"SULF1,MIR375"
GO:0030850,BP,prostate gland development,20,1,0.076742835863584,1,SULF1
GO:0046640,BP,regulation of alpha-beta T cell proliferation,26,1,0.0767502848550621,1,TARM1
GO:0097733,CC,photoreceptor cell cilium,112,2,0.076818427806597,1,"SLC24A4,MAGI2"
GO:0071872,BP,cellular response to epinephrine stimulus,11,1,0.0773362227425237,1,PDE4B
GO:0032868,BP,response to insulin,234,3,0.0773591564851744,1,"IGF1R,LEP,MYO5A"
GO:2000515,BP,"negative regulation of CD4-positive, alpha-beta T cell activation",26,1,0.077388677492343,1,TARM1
GO:0030425,CC,dendrite,582,6,0.0773978111366003,1,"LZTS1,CTNND2,AGO2,APBA2,PDE4B,MAGI2"
GO:1901343,BP,negative regulation of vasculature development,144,2,0.0775175289610525,1,"SULF1,MIR375"
GO:0097447,CC,dendritic tree,584,6,0.07765950719847,1,"LZTS1,CTNND2,AGO2,APBA2,PDE4B,MAGI2"
GO:0021700,BP,developmental maturation,241,3,0.0776655778881621,1,"SLC24A4,AGO2,LEP"
GO:0048486,BP,parasympathetic nervous system development,12,1,0.0783211739793024,1,NRP2
GO:0003206,BP,cardiac chamber morphogenesis,92,2,0.0791190706403371,1,"SHOX2,NRP2"
GO:0045598,BP,regulation of fat cell differentiation,117,2,0.0794107679058144,1,"METRNL,LEP"
GO:0007093,BP,mitotic cell cycle checkpoint signaling,137,2,0.0795831790013938,1,"FOXN3,MBTPS1"
GO:0004725,MF,protein tyrosine phosphatase activity,92,2,0.0796311288460488,1,"PTPRG,PTPRN2"
GO:0045475,BP,locomotor rhythm,13,1,0.079746861319593,1,ZFHX3
GO:0003228,BP,atrial cardiac muscle tissue development,18,1,0.0801207803370203,1,SHOX2
GO:0046633,BP,alpha-beta T cell proliferation,27,1,0.0801794598438796,1,TARM1
GO:0005159,MF,insulin-like growth factor receptor binding,17,1,0.0802913225707425,1,SOCS2
GO:0048646,BP,anatomical structure formation involved in morphogenesis,1032,8,0.0803369069025817,1,"SLC24A4,SULF1,FPR2,MTHFD1L,AGO2,LEP,MIR375,NRP2"
GO:0009968,BP,negative regulation of signal transduction,1315,9,0.0810513852758536,1,"SLC24A4,SULF1,IGF1R,MIR375,PDE4B,RGS20,SOCS2,GPRC5A,MAGI2"
GO:0032814,BP,regulation of natural killer cell activation,31,1,0.0810747110071233,1,LEP
GO:0032926,BP,negative regulation of activin receptor signaling pathway,16,1,0.0812213295639303,1,MAGI2
GO:0031690,MF,adrenergic receptor binding,18,1,0.0812606394372445,1,MAGI2
GO:0000086,BP,G2/M transition of mitotic cell cycle,127,2,0.0812965006361175,1,"FOXN3,MBTPS1"
GO:1903522,BP,regulation of blood circulation,244,3,0.0813884000220664,1,"LEP,PDE4B,SHOX2"
GO:0000339,MF,RNA cap binding,18,1,0.0817221795377521,1,AGO2
GO:0031984,CC,organelle subcompartment,1505,9,0.0817481681248074,1,"OSBPL5,OSBPL10,DEGS2,SULF1,GALNT2,GALNT3,CDKAL1,RGS20,MBTPS1"
GO:0006198,BP,cAMP catabolic process,9,1,0.082227624504847,1,PDE4B
GO:0060211,BP,regulation of nuclear-transcribed mRNA poly(A) tail shortening,15,1,0.0824598148972745,1,AGO2
GO:0044703,BP,multi-organism reproductive process,142,2,0.0827094759808102,1,"AGO2,LEP"
GO:0051953,BP,negative regulation of amine transport,22,1,0.0828287382881889,1,LEP
GO:0034311,BP,diol metabolic process,32,1,0.0830653772224367,1,DEGS2
GO:0098868,BP,bone growth,19,1,0.0831703336420292,1,LEP
GO:0007350,BP,blastoderm segmentation,21,1,0.0833852283662602,1,NRP2
GO:0010888,BP,negative regulation of lipid storage,22,1,0.0833960016119744,1,LEP
GO:1901077,BP,regulation of relaxation of muscle,18,1,0.0839235926720062,1,PDE4B
GO:0038083,BP,peptidyl-tyrosine autophosphorylation,11,1,0.0842349293338712,1,IGF1R
GO:0097061,BP,dendritic spine organization,76,2,0.0843665714009348,1,"CTNND2,IGF1R"
GO:0044706,BP,multi-multicellular organism process,146,2,0.0848533613095802,1,"AGO2,LEP"
GO:0030667,CC,secretory granule membrane,312,3,0.084872295901576,1,"FPR2,TARM1,PTPRN2"
GO:0016645,MF,"oxidoreductase activity, acting on the CH-NH group of donors",26,1,0.0848941504136132,1,MTHFD1L
GO:0032930,BP,positive regulation of superoxide anion generation,20,1,0.0849221687011971,1,FPR2
GO:1903671,BP,negative regulation of sprouting angiogenesis,28,1,0.0851150869407933,1,MIR375
GO:0016125,BP,sterol metabolic process,153,2,0.0853630250031222,1,"OSBPL5,MBTPS1"
GO:0090025,BP,regulation of monocyte chemotaxis,30,1,0.0853685774912398,1,FPR2
GO:0071880,BP,adenylate cyclase-activating adrenergic receptor signaling pathway,17,1,0.0853950085692874,1,PDE4B
GO:0016477,BP,cell migration,1393,10,0.0856366990332134,1,"SULF1,FPR2,AGO2,IGF1R,LAMA2,LEP,PDE4B,DCDC2,PTPRG,NRP2,MAGI2"
GO:0019199,MF,transmembrane receptor protein kinase activity,79,2,0.0858563550029179,1,"IGF1R,NRP2"
GO:0010561,BP,negative regulation of glycoprotein biosynthetic process,26,1,0.086130643866754,1,AGO2
GO:1902555,CC,endoribonuclease complex,32,1,0.0861316167440775,1,AGO2
GO:0048485,BP,sympathetic nervous system development,17,1,0.086198361239382,1,NRP2
