cpg,H,p_value,eta_squared,max_delta,NV,NIM,IM
chr11-11416660,338.131980353148,3.76333941297234e-74,0.414466067019912,0.166973830064751,0.590620584350545,0.508319238990166,0.423646754285794
chr6-93040614,338.108497339184,3.80778711985726e-74,0.414437111392335,0.153105987827959,0.681152282684073,0.611767176893967,0.528046294856114
chr1-112723056,338.091400517008,3.84047717443638e-74,0.414416030230589,0.119605576942519,0.218385901716452,0.298130516570778,0.33799147865897
chr7-157598566,338.090119827842,3.84293719073514e-74,0.414414451082419,0.160295516243413,0.832994183020887,0.792474999559228,0.672698666777474
chr2-110115453,338.057600327121,3.90593315150798e-74,0.414374353054404,0.19332402309841,0.333388416044635,0.448071623433355,0.526712439143044
chr14-58004893,338.043710686852,3.93315356573959e-74,0.414357226494268,0.141672030369038,0.83841819792075,0.785975628351087,0.696746167551712
chr11-121140417,338.008879082697,4.00225255037355e-74,0.414314277537235,0.133563286611359,0.888652401942497,0.831060354797963,0.755089115331138
chr9-14316216,337.977209463231,4.06613188178185e-74,0.41427522745158,0.124713433774114,0.147739413448985,0.205304563473678,0.272452847223099
chr12-49869202,337.97446733326,4.07171063637504e-74,0.414271846280222,0.168107868676708,0.36844202496473,0.418859939281885,0.536549893641439
chr14-68459184,337.896598815093,4.23336622314489e-74,0.41417583084475,0.173811684897816,0.314292003818537,0.385010793557529,0.488103688716353
chr4-159228107,337.835513813525,4.36465860708123e-74,0.414100510250956,0.167772414328532,0.399669939715027,0.520761959751699,0.56744235404356
chr3-54869954,337.827408785485,4.38238233585254e-74,0.414090516381609,0.19821930248439,0.799993072887773,0.730995307769634,0.601773770403383
chr18-23192544,337.824755844021,4.38819929491758e-74,0.41408724518375,0.130708186922602,0.230795345860983,0.316129857973336,0.361503532783585
chr9-34652908,337.809048796994,4.42279780353229e-74,0.414067877678168,0.145010983934533,0.419018411342753,0.465220335769619,0.564029395277286
chr10-92420625,337.738886665309,4.58070789726822e-74,0.413981364568815,0.180882862764835,0.0829935722123679,0.181978704565032,0.263876434977203
chr7-771470,337.734230302508,4.59138504053534e-74,0.413975623061046,0.188680224023919,0.436578961595393,0.568620742571127,0.625259185619312
chr19-13026827,337.695453728291,4.68127270004634e-74,0.413927809775945,0.176666334049471,0.363723132280095,0.43343827192146,0.540389466329565
chr15-99564395,337.670900705401,4.73909660963896e-74,0.413897534778546,0.159088042113345,0.262832652954241,0.332998819255493,0.421920695067586
chr4-85760822,337.660510993569,4.76377959045346e-74,0.413884723789851,0.174288487328452,0.316506501254636,0.381192560531859,0.490794988583088
chr8-118868931,337.653013280743,4.78167183288958e-74,0.413875478767871,0.168361584946622,0.817443233731151,0.755383987255153,0.649081648784529
chr13-94195782,337.560948849757,5.00692751585312e-74,0.413761959124238,0.12954660699013,0.874374901866096,0.838804707039138,0.744828294875966
chr5-37948700,337.555082189903,5.02163604812083e-74,0.413754725264985,0.139030928361536,0.757629090403608,0.71043233347006,0.618598162042071
chr7-1088130,337.524102914216,5.10002491213795e-74,0.413716526404706,0.167559789656194,0.23830393819154,0.324109069197159,0.405863727847735
chr12-75207376,337.499219528393,5.16387422910201e-74,0.413685844054739,0.195106504542518,0.219938786578936,0.320820584599156,0.415045291121454
chr19-3409475,337.481478093398,5.20988527234875e-74,0.413663968055978,0.133621536222123,0.380525236254591,0.446491956138289,0.514146772476714
chr4-7646830,337.344938764393,5.57798443828144e-74,0.413495608834023,0.177484172771964,0.863683585295617,0.786105779250642,0.686199412523653
chr2-42568121,337.297366078389,5.7122548598617e-74,0.413436949541786,0.148818499041138,0.356049706495347,0.432850800228848,0.504868205536485
chr2-37711496,337.227688460662,5.91477022917767e-74,0.413351033860249,0.152811129729958,0.665021448394367,0.594893467837761,0.512210318664409
chr5-60843010,337.147146962646,6.15782358034813e-74,0.413251722518675,0.18219356164481,0.319271818717443,0.384752274099475,0.501465380362254
chr6-157187544,337.113740335992,6.26154345835056e-74,0.413210530623911,0.173899907095327,0.496306041994388,0.574762147163906,0.670205949089715
chr6-150876797,337.108994571368,6.2764190060501e-74,0.413204678879616,0.186363518244614,0.335782365385381,0.414628198387119,0.522145883629995
chr1-164664247,337.091895347559,6.33030999796951e-74,0.413183594756546,0.136889304085475,0.912098262351425,0.875602293020961,0.77520895826595
chr4-152138608,337.023941329281,6.54909070875054e-74,0.413099804351765,0.176846563131961,0.711962020241712,0.633540827980577,0.535115457109751
chr22-30080214,336.962629228407,6.75296904947276e-74,0.413024203734164,0.132788390146483,0.293059771356232,0.384906610662292,0.425848161502714
chr3-128497278,336.904807277413,6.95105358362165e-74,0.412952906630595,0.162397907053972,0.292945237351722,0.380868048385903,0.455343144405693
chr12-116540072,336.812284279203,7.28017384664999e-74,0.412838821552655,0.161832088111405,0.358591180296064,0.417551269589571,0.520423268407469
chr2-153480976,336.799689264075,7.32616546078947e-74,0.412823291324383,0.106450170530323,0.911463976425003,0.883620853406045,0.805013805894679
chr14-70171831,336.770440637448,7.43409285837974e-74,0.412787226433351,0.189514349727176,0.828651196744054,0.757924804806386,0.639136847016878
chr5-64505473,336.735054095653,7.56679679866668e-74,0.412743593212889,0.118859085683038,0.915225903826407,0.879863976964001,0.796366818143369
chr1-32767871,336.694199363207,7.72295605910216e-74,0.412693217463881,0.121812664227843,0.191020948323299,0.246656836688189,0.312833612551142
chr8-28400599,336.654689978049,7.87703758766539e-74,0.412644500589456,0.159454862503873,0.282691830930672,0.377162064569251,0.442146693434545
chr19-51824856,336.653964022285,7.87989729705866e-74,0.41264360545288,0.214117637594857,0.831489663553409,0.768324096213748,0.617372025958552
chr4-184218023,336.560206696644,8.25809171198879e-74,0.412527998392902,0.138054681535737,0.749805281248322,0.689029365735373,0.611750599712585
chr1-47434524,336.447166591778,8.73828184997027e-74,0.412388614786409,0.148730547811476,0.168814098939156,0.221045818796112,0.317544646750632
chr19-54523621,336.342618447037,9.20721723008125e-74,0.412259702154177,0.178196676987813,0.605326951324077,0.550351701441938,0.427130274336264
chr5-156396194,336.338817669067,9.22473116065678e-74,0.412255015621538,0.176984405641714,0.44010756997883,0.544851054424189,0.617091975620544
chr1-228322060,336.316710587097,9.32726272911835e-74,0.412227756580884,0.130128320859412,0.913256262688496,0.882738041743025,0.783127941829084
chr1-66564512,336.283143056769,9.48513041763511e-74,0.412186366284549,0.215047863258361,0.683678755805188,0.552588353151796,0.468630892546828
chr4-184009320,336.21135598675,9.83176910724384e-74,0.412097849552096,0.0889242313054378,0.924833422087666,0.900418219599989,0.835909190782228
chr17-1557428,336.197270785724,9.90125472191539e-74,0.412080481856627,0.132481477269882,0.336499520798053,0.397665646794941,0.468980998067936
chr5-131416989,336.166056032162,1.00569995576531e-73,0.412041992641384,0.128910302282163,0.824527078403432,0.758426911850932,0.69561677612127
chr8-13653511,336.150924345801,1.01333778077686e-73,0.412023334581752,0.143092001217677,0.327380890673296,0.398762007623786,0.470472891890973
chr9-134635462,336.048719011603,1.06646803089885e-73,0.411897310741804,0.136891246177321,0.901466163332305,0.858069312025961,0.764574917154984
chr1-245956298,336.015303887067,1.08443579271934e-73,0.411856108368763,0.170253781862886,0.809221848601659,0.723320088842979,0.638968066738773
chr2-6770386,335.952195395257,1.11919994019874e-73,0.411778292719182,0.153594369620816,0.84185032315963,0.767281280239175,0.688255953538814
chr11-64373568,335.894940532889,1.15170277609367e-73,0.411707694861761,0.152645957068684,0.79304591232433,0.729962907609943,0.640399955255645
chr11-78671974,335.819035882569,1.19625261200993e-73,0.411614100964943,0.12564355610173,0.749826795596879,0.682021617043258,0.624183239495149
chr12-122774188,335.714253292213,1.26059665230741e-73,0.41148489925057,0.127586427395338,0.149684307795105,0.206016220171872,0.277270735190443
chr4-168612400,335.612571746685,1.32634350959358e-73,0.411359521265949,0.128010753542676,0.886179816869087,0.852443056669426,0.75816906332641
chr16-4218002,335.440829482255,1.44527128935057e-73,0.411147755218563,0.140588326052389,0.390591273633798,0.448774934525952,0.531179599686187
chr2-112647100,335.358163409189,1.5062604921434e-73,0.411045824179024,0.146200997831049,0.649895660893975,0.580564383385091,0.503694663062927
chr14-104688351,335.34397324691,1.5169855350858e-73,0.411028327061541,0.15190578405789,0.324719564415556,0.408132574449989,0.476625348473446
chr4-7938698,335.331711217636,1.52631476520518e-73,0.41101320742002,0.106388384974662,0.116838380103106,0.155745545617742,0.223226765077768
chr13-105465075,335.32009361461,1.53520662524547e-73,0.410998882385462,0.141616724458447,0.900035267478965,0.866022134513145,0.758418543020518
chr1-90719864,335.301140268347,1.54982443130787e-73,0.410975512044818,0.238240708956182,0.0852286436111164,0.148493572434519,0.323469352567299
chr15-73926425,335.23565930154,1.60140623128224e-73,0.410894771025326,0.157096000419658,0.232782661562893,0.315865150781383,0.389878661982551
chr8-66542431,335.134919734465,1.68413473467286e-73,0.410770554543114,0.199305718618221,0.358953422700536,0.451599910023674,0.558259141318757
chr17-82293762,335.060603422409,1.74789127800431e-73,0.410678919139838,0.178189193506233,0.357481770015881,0.452839106076686,0.535670963522115
chr15-40338169,334.823618074674,1.96777359973707e-73,0.410386705394173,0.144387029475063,0.549228018456302,0.460850351825757,0.40484098898124
chr6-100479798,334.814995439886,1.97627561054942e-73,0.410376073292091,0.137609719437878,0.737477448325463,0.656779849080866,0.599867728887585
chr10-34018454,334.770115785751,2.02112420895568e-73,0.410320734631013,0.122939523229835,0.898213671599357,0.847637389887969,0.775274148369522
chr10-86968320,334.604122929305,2.1960281095635e-73,0.410116057865974,0.164689264893749,0.168938353018154,0.232901567907758,0.333627617911903
chr10-99537884,334.523397814771,2.28647854601745e-73,0.410016520116857,0.277336352040266,0.265085239905746,0.405509085607567,0.542421591946013
chr2-112647083,334.489812373742,2.32519894168419e-73,0.40997510773581,0.181831318318405,0.785373856955265,0.7064295629825,0.60354253863686
chr17-74532624,334.472112647169,2.34586795851893e-73,0.409953283165436,0.168177038481476,0.868154716999115,0.816609492708115,0.699977678517639
chr12-19190965,334.438968572321,2.38506768264389e-73,0.409912415009028,0.162795195153383,0.25082392769036,0.338324316199992,0.413619122843743
chr19-16142343,334.365264389352,2.4746020467223e-73,0.409821534388843,0.164558652474438,0.714874260044823,0.616858924923103,0.550315607570385
chr6-45710687,334.360799253995,2.48013293501272e-73,0.409816028673236,0.179671235832991,0.840281253576372,0.740750223883865,0.660610017743381
